id,Title,Authors,id_original,Title_original,OBS,Validação Raphael,Justificativa Raphael,Obs Raphael,Validação Guilherme,Justificativa Guilherme,Obs Guilherme,Secundário,Decisão Final,Repetido
2964,MUZZLE: Adaptive Agentic Red-Teaming of Web Agents Against Indirect Prompt Injection Attacks,"Georgios Syros, Evan Rose, Brian Grinstead, Christoph Kerschbaumer, William Robertson, Cristina Nita-Rotaru, Alina Oprea",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1542,1560,2956,3290,3319"
2965,Consistency of Large Reasoning Models Under Multi-Turn Attacks,"Yubo Li, Ramayya Krishnan, Rema Padman",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2966,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,"Akshat D. Naik, Jay Culligan, Yarin Gal, Philip Torr, Rahaf Aljundi, Alasdair Paren, Adel Bibi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,1441
2967,Trustworthy Agentic AI Requires Deterministic Architectural Boundaries,"Manish Bhattarai, Minh Vu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2969
2968,When Benchmarks Lie: Evaluating Malicious Prompt Classifiers Under True Distribution Shift,Max Fomin,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2974
2969,Trustworthy Agentic AI Requires Deterministic Architectural Boundaries,"Manish Bhattarai, Minh Vu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2967
2970,Designing SecureAI Curriculum for National Security Needs: The Illinois Tech Program of Study,"Maurice Dawson, Ahmed Ben Ayed, Samson Quaye, Ahmed Khan",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2971,CAN LARGE LANGUAGE MODELS ACT AS “CO-AUDITORS”?,Hakan Emekci,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2972,Buy versus Build an LLM: A Decision Framework for Governments,"Jiahao Lu, Ziwei Xu, Alham Fikri Aji, Junnan Li, Alice Oh, Pang Wei Koh, Mohan Kankanhalli",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"2961,3400,3406"
2973,"Blind Gods and Broken Screens: Architecting a Secure, Intent-Centric Mobile Agent Operating System","Zhenhua Zou, Sheng Guo, Qiuyang Zhan, Lepeng Zhao, Shuo Li, Qi Li, Ke Xu, Mingwei Xu, Zhuotao Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2960
2974,When Benchmarks Lie: Evaluating Malicious Prompt Classifiers Under True Distribution Shift,Max Fomin,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2968
2975,Agent-Fence: Mapping Security Vulnerabilities Across Deep Research Agents,"Sai Puppala, Ismail Hossain, Md Jahangir Alam, Yoonpyo Lee, J. Yoo, Tanzim Ahad, Syed Bahauddin Alam, Sajedul Talukder",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2976,From Assistant to Double Agent: Formalizing and Benchmarking Attacks on OpenClaw for Personalized Local AI Agent,"Yuhang Wang, Feiming Xu, Zheng Lin, Guangyu He, Yuzhe Huang, Haichang Gao, Zhenxing Niu, Shiguo Lian, Zhaoxiang Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,1471
2977,SecMLOps: A comprehensive framework for integrating security throughout the machine learning operations lifecycle,"Xinrui Zhang, Pincan Zhao, Jason Jaskolka, Heng Li, Rongxing Lu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2978,SecureCode: A Production-Grade Multi-Turn Dataset for Training Security-Aware Code Generation Models,Scott Thornton,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2979,Extended to Reality: Prompt Injection in 3D Environments,"Zhuoheng Li, Ying Chen",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3304
2980,When Actions Go Off-Task: Detecting and Correcting Misaligned Actions in Computer-Use Agents,"Yuting Ning, Jaylen Jones, Zhehao Zhang, Chentao Ye, Weitong Ruan, Junyi Li, Rahul Gupta, Huan Sun",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3278
2981,The Promptware Kill Chain: How Prompt Injections Gradually Evolved Into a Multistep Malware Delivery Mechanism,"Oleg Brodt, Elad Feldman, Bruce Schneier, Ben Nassi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"3276,3486"
2982,NAAMSE: Framework for Evolutionary Security Evaluation of Agents,"Kunal Pai, Parth Shah, Harshil Patel",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2983,AgentSys: Secure and Dynamic LLM Agents Through Explicit Hierarchical Memory Management,"Ruoyao Wen, Hao Li, Chaowei Xiao, Ning Zhang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1488,3335,3462"
2984,LLM-based Cybersecurity Honeypots Evaluation Metric Development and Persona Shaping via Structured Prompt Engineering,"Sai Kiran Reddy Junnuthula, Vibhutesh Kumar Singh",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2985,Trojan Horses in Recruiting: A Red-Teaming Case Study on Indirect Prompt Injection in Standard vs. Reasoning Models,Manuel Wirth,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2986,Security and Privacy in LLMs: A Comprehensive Survey of Threats and Mitigation Strategies,"Aymen Dia Eddine Berini, Mohamad Hasan, Ala‐Eddine Benrazek, Abderrahmane Lakas, Leila Ismail, Mohamed Amine Ferrag, Kwok-Yan Lam",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3485
2987,ER-MIA: Black-Box Adversarial Memory Injection Attacks on Long-Term Memory-Augmented Large Language Models,"Mitchell Piehl, Zhaohan Xi, Zuobin Xiong, Pan He, Muchao Ye",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3006
2988,Visual Memory Injection Attacks for Multi-Turn Conversations,"Christian Schlarmann, Matthias Hein",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3003
2989,Secure Prompt Engineering Patterns for Cloud LLM Agents,"Shalini Sudarsan, Advait Patel, Charit Upadhyay, Vaishnavi Gudur, Prashanthi Matam",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3388
2990,Clouseau: A Hierarchical Multi-Agent Approach for Autonomous Attack Investigation,"Abdullah Aldaihan, Fahad Alotaibi, Sergio Maffeis",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2991,Image-based Prompt Injection: Hijacking Multimodal LLMs through Visually Embedded Adversarial Instructions,"Neha Nagaraja, Lan Zhang, Jinhui Zhou, Bo Zhang, Pawan Patil",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2992,Evaluation of AI Agent Accelerated Cyber Operations Planning,"Pietari Sarjakivi, Panu Moilanen",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2993,Security Risks of AI Agents Hiring Humans: An Empirical Marketplace Study,Pulak Mehta,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2994,Zombie Agents: Persistent Control of Self-Evolving LLM Agents via Self-Reinforcing Injections,"Xianglin Yang, Yufei He, Shuo Ji, Bryan Hooi, Jin Song Dong",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3490
2995,Identity-Spoofing Prompt Injection: Empirical Analysis of Instruction Leakage in Custom GPTs,"Abid Ahmad, Fayzuddin Topu, Joyana Islam, Amit Gupta, Md. Maruf Hassan",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2996,An Experimental Evaluation of Prompt Injection Attacks on LLM-Based Content Moderation Systems,"Fabio Tortora, Vincenzo De Angelis",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2997,"Agentic AI as a Cybersecurity Attack Surface: Threats, Exploits, and Defenses in Runtime Supply Chains","Xiaochong Jiang, Shiqi Yang, Wenting Yang, Yichen Liu, Ji Cheng",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2998,"The LLMbda Calculus: AI Agents, Conversations, and Information Flow","Zac Garby, Andrew D. Gordon, David Sands",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2999,"Jailbreaking Large Language Models: Techniques, Trends, Defenses, and Open Challenges",Vaishali Vinay,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3000,CIBER: A Comprehensive Benchmark for Security Evaluation of Code Interpreter Agents,"Lei Ba, Qinbin Li, Songze Li",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1587,1764"
3001,Enhanced Web Testing with LLMs: A Research Roadmap,"Weizhe Wang, Zhenqi Guo, Qingyang Yan, Zenghao Yang, Yao Zhang, Guangquan Xu, Xin Li, Bin Wu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,1443
3002,ReIn: Conversational Error Recovery with Reasoning Inception,"Takyoung Kim, Jinseok Nam, Chandrayee Basu, Xing Fan, Chengyuan Ma, Heng Ji, Gokhan Tür, Dilek Hakkani-Tür",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3479
3003,Visual Memory Injection Attacks for Multi-Turn Conversations,"Christian Schlarmann, Matthias Hein",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2988
3004,"A Systematic Security Analysis of Model Context Protocol: Vulnerabilities, Exploits, and Mitigations","Theophilus Siameh, Abigail Akosua Addobea, C. H. LIU, Eric Kudjoe Fiah",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3005,Skill-Inject: Measuring Agent Vulnerability to Skill File Attacks,"David Schmotz, Luca Beurer-Kellner, Sahar Abdelnabi, Maksym Andriushchenko",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3006,ER-MIA: Black-Box Adversarial Memory Injection Attacks on Long-Term Memory-Augmented Large Language Models,"Mitchell Piehl, Zhaohan Xi, Zuobin Xiong, Pan He, Muchao Ye",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2987
3007,From Tool Orchestration to Code Execution: A Study of MCP Design Choices,"Yuval Felendler, Parth A. Gandhi, Idan Habler, Yuval Elovici, Asaf Shabtai",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3008,Policy Compiler for Secure Agentic Systems,"Nils Palumbo, Sarthak Choudhary, Jihye Choi, Prasad Chalasani, Somesh Jha",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1576,3338"
3009,Functional trustworthiness of AI systems by statistically valid testing,"Bernhard Nessler, Thomas Doms, S. Hochreiter",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3010,Security Risks and Privacy Challenges of Large Language Models in Enterprise Environments,"Soliana Hailemichael, Maria Chano, Eman El-Sheikh, Thaier Hayajneh",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3011,Systems-Level Attack Surface of Edge Agent Deployments on IoT,"Zhonghao Zhan, Krinos Li, Yefan Zhang, Hamed Haddadi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3021
3012,Analysis of LLMs Against Prompt Injection and Jailbreak Attacks,"Piyush Jaiswal, Aaditya Pratap, Shreyansh Saraswati, Harsh Kasyap, Somanath Tripathy",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3036
3013,"Atomicity for Agents: Exposing, Exploiting, and Mitigating TOCTOU Vulnerabilities in Browser-Use Agents","Linxi Jiang, Zhijie Liu, Haotian Luo, Zhiqiang Lin",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"3014,3269,3279"
3014,"Atomicity for Agents: Exposing, Exploiting, and Mitigating TOCTOU Vulnerabilities in Browser-Use Agents","Linxi Jiang, Zhijie Liu, Haotian Luo, Zhiqiang Lin",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"3013,3269,3279"
3015,AdapTools: Adaptive Tool-based Indirect Prompt Injection Attacks on Agentic LLMs,"Che Wang, Jiaming Zhang, Ziqi Zhang, Zijie Wang, Yinghui Wang, Jianbo Gao, Tao Wei, Zhong Chen, Chenyue Song",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3016,Reverse CAPTCHA: Evaluating LLM Susceptibility to Invisible Unicode Instruction Injection,Marcus Graves,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1585,1605,3018"
3017,Silent Egress: When Implicit Prompt Injection Makes LLM Agents Leak Without a Trace,"Qianlong Lan, Anuj Kaul, Shaun Jones, Stephanie Westrum",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3040
3018,Reverse CAPTCHA: Evaluating LLM Susceptibility to Invisible Unicode Instruction Injection,Marcus Graves,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1585,1605,3016"
3019,Pressure Reveals Character: Behavioural Alignment Evaluation at Depth,"Nora Petrova, John Burden",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3027
3020,AgentSentry: Mitigating Indirect Prompt Injection in LLM Agents via Temporal Causal Diagnostics and Context Purification,"Tian Zhang, Yiwei Xu, Juan Wang, Keyan Guo, Xiaoyang Xu, Bowen Xiao, Quanlong Guan, Jinlin Fan, Jiawei Liu, Zhiquan Liu, Hongxin Hu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1481,1604,3024,3274,3275"
3021,Systems-Level Attack Surface of Edge Agent Deployments on IoT,"Zhonghao Zhan, Krinos Li, Yefan Zhang, Hamed Haddadi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3011
3022,HubScan: Detecting Hubness Poisoning in Retrieval-Augmented Generation Systems,"Idan Habler, Vineeth Sai Narajala, Stav Koren, Amy Chang, Tiffany Saade",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3031
3023,"""Are You Sure?"": An Empirical Study of Human Perception Vulnerability in LLM-Driven Agentic Systems","Xinfeng Li, Shenyu Dai, Kelong Zheng, Yue Xiao, Gelei Deng, Wei Dong, Xiaofeng Wang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3034
3024,AgentSentry: Mitigating Indirect Prompt Injection in LLM Agents via Temporal Causal Diagnostics and Context Purification,"Tian Zhang, Yiwei Xu, Juan Wang, Keyan Guo, Xiaoyang Xu, Bowen Xiao, Quanlong Guan, Jinlin Fan, Jiawei Liu, Zhiquan Liu, Hongxin Hu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1481,1604,3020,3274,3275"
3025,Systemic Vulnerabilities in Autonomous LLM Agents: A Comprehensive Threat Analysis and Authorization Framework,SUNIL KOTA,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3026,Interaction-Centric Cybersecurity Risks in LLM-Powered Dialogue Systems,"Pratyush Jena, Samira Zad, Rehan Akbar",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3408
3027,Pressure Reveals Character: Behavioural Alignment Evaluation at Depth,"Nora Petrova, John Burden",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3019
3028,ICON: Indirect Prompt Injection Defense for Agents based on Inference-Time Correction,"Che Wang, Fuyao Zhang, Jiaming Zhang, Ziqi Zhang, Yinghui Wang, Longtao Huang, Jianbo Gao, Zhong Chen, Chenyue Song",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3371
3029,"From Secure Agentic AI to Secure Agentic Web: Challenges, Threats, and Future Directions","Zhihang Deng, Jiaping Gui, Weinan Zhang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1594,1603,3030,3267,3273"
3030,"From Secure Agentic AI to Secure Agentic Web: Challenges, Threats, and Future Directions","Zhihang Deng, Jiaping Gui, Weinan Zhang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"1594,1603,3029,3267,3273"
3031,HubScan: Detecting Hubness Poisoning in Retrieval-Augmented Generation Systems,"Idan Habler, Vineeth Sai Narajala, Stav Koren, Amy Chang, Tiffany Saade",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3022
3032,Adversarial Intent is a Latent Variable: Stateful Trust Inference for Securing Multimodal Agentic RAG,"Inderjeet Singh, Vikas Pahuja, Aishvariya Priya Rathina Sabapathy, Chiara Picardi, Amit Giloni, Roman Vainshtein, AndrÃ©s Murillo, Hisashi Kojima, Motoyoshi Sekiya, Yuki Unno, Junichi Suga",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3039
3033,SoK: Agentic Skills -- Beyond Tool Use in LLM Agents,"Xu Wang, Delong Li, Haiyu Deng, Baihe Ma, Xu Wang, Qin Wang, Guangsheng Yu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3038
3034,"""Are You Sure?"": An Empirical Study of Human Perception Vulnerability in LLM-Driven Agentic Systems","Xinfeng Li, Shenyu Dai, Kelong Zheng, Yue Xiao, Gelei Deng, Wei Dong, Xiaofeng Wang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3023
3035,Seek and You Shall SOC: Blending Human Expertise with Multimodal Generative AI for Scalable Threat Prevention,"Dan Xu, Iqbal Gondal, Xun Yi, Teo Susnjak, Timothy R. McIntosh",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3036,Analysis of LLMs Against Prompt Injection and Jailbreak Attacks,"Piyush Jaiswal, Aaditya Pratap, Shreyansh Saraswati, Harsh Kasyap, Somanath Tripathy",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3012
3037,"RAG-Augmented Payroll Intelligence Stack: A Zero-Trust, Policy-Verified Architecture for Compliant and Explainable Payroll Automation",Raghuveer Yerneni,162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3038,SoK: Agentic Skills -- Beyond Tool Use in LLM Agents,"Xu Wang, Delong Li, Haiyu Deng, Baihe Ma, Xu Wang, Qin Wang, Guangsheng Yu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3033
3039,Adversarial Intent is a Latent Variable: Stateful Trust Inference for Securing Multimodal Agentic RAG,"Inderjeet Singh, Vikas Pahuja, Aishvariya Priya Rathina Sabapathy, Chiara Picardi, Amit Giloni, Roman Vainshtein, AndrÃ©s Murillo, Hisashi Kojima, Motoyoshi Sekiya, Yuki Unno, Junichi Suga",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3032
3040,Silent Egress: When Implicit Prompt Injection Makes LLM Agents Leak Without a Trace,"Qianlong Lan, Anuj Kaul, Shaun Jones, Stephanie Westrum",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3017
3041,Integrating Generative AI in Cybersecurity Curricula,"Ban Alomar, Zouheir Trabelsi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3042,When GPT Spills the Tea: Comprehensive Assessment of Knowledge File Leakage in GPTs,"Xinyue Shen, Yun Shen, Michael Backes, Yang Zhang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,1442
3043,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,"Yizhe Xie, Congcong Zhu, Xinyue Zhang, Tianqing Zhu, Dayong Ye, Minfeng Qi, Huajie Chen, Wanlei Zhou",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,"3098,3389,3390"
3044,Sensitivity to Emotional Exploitation in Reasoning Models: Stereotypical Analysis,"Onur Mert ÃeldÄ°r, GÃ¶khan DalkiliÃ§",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3045,Prompt Injection Detection Using Ensemble of BERT and LSTM with GloVe Embeddings,"Md. Main Oddin Chisty, Abu Noman Md Sakib, Md Somir Khan, Md. Badiuzzaman Shuvo",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3046,On the Validity of Traditional Vulnerability Scoring Systems for Adversarial Attacks against LLMs,"Atmane Ayoub Mansour Bahar, Ahmad Samer Wazan",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,3119
3047,Gaming Tool Preferences in Agentic LLMs,"Kazem Faghih, Wenxiao Wang, Yize Cheng, Siddhant Bharti, Gaurang Sriramanan, S. Balasubramanian, Parsa Hosseini, S. Feizi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3048,Prompt Injection Detection in LLM Integrated Applications,"Qianlong Lan, AnujKaul, Shaun Jones",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3049,Evaluating the efficacy of LLM Safety Solutions : The Palit Benchmark Dataset,"Sayon Palit, Daniel Woods",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3050,CAIN: Hijacking LLM-Humans Conversations via a Two-Stage Malicious System Prompt Generation and Refining Framework,"Viet Pham, Thai Le",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3051,RAGLeak: Membership Inference Attacks on RAG-Based Large Language Models,"Kaiyue Feng, Zhang Guang-sheng, Huan Tian, Heng Xu, Yanjun Zhang, Tianqing Zhu, Ming Ding, Bo Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3052,Disrupting Large Language Models with Hidden Prompt Injection Attacks Embedded in HTML Pages,"IonuÅ£-VlÄduÅ£ Dinu, Gabriel-Mihail Danciu, Raul Cristian VintilÄ, Titus BÄlan",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3053,Privacy-Preserving Prompt Injection Detection for Smart Cloud-Deployed Large Language Models,"Guozhi Hao, Jun Wu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3054,âIgnore All and Accept My Resumeâ: The Impact of Prompt Injection in Automatic Resume Screening,"Loubna Aminou, Abdelaziz Daaif, Maha Soulami, Mohamed Youssfi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3055,PrompTrend: Continuous Community-Driven Vulnerability Discovery and Assessment for Large Language Models,"Tarek Gasmi, Ramzi Guesmi, Mootez Aloui, Jihene Bennaceur",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3056,More Vulnerable than You Think: On the Stability of Tool-Integrated LLM Agents,"Weimin Xiong, Ke Wang, Yifan Song, Hanchao Liu, Sai Zhou, Wei Peng, Sujian Li",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3057,Analysis of the impact of prompt obfuscation on the effectiveness of language models in detecting prompt injections,"Aleksei Sergeevich Krohin, Maksim Mihailovich Gusev",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3058,Threat Modeling for AI: The Case for an Asset-Centric Approach,"Jose Rodrigo Sanchez Vicarte, Marcin Spoczynski, Mostafa Elsaid",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3059,Advancing prompt-based language models in the legal domain: adaptive strategies and research challenges,"Reshma Sheik, S. Reji, A. Sharon, M. A. Rai, S. J. Nirmala",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
3060,LM-Scout: Analyzing the Security of Language Model Integration in Android Apps,"Muhammad Ibrahim, GHuliz Seray Tuncay, Z. B. Celik, A. Machiry, Antonio Bianchi Georgia Institute of Technology, Google, Purdue University",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,1734
3061,Learning When to Act or Refuse: Guarding Agentic Reasoning Models for Safe Multi-Step Tool Use,"Aradhye Agarwal, Gurdit Siyan, Yash Pandya, Joykirat Singh, Akshay Nambi, Ahmed M.A. AwadAllah",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,1524
