id,Title,Authors,id_original,Title_original,OBS,Validação Raphael,Justificativa Raphael,Obs Raphael,Validação Guilherme,Justificativa Guilherme,Obs Guilherme,Secundário,Decisão Final,Repetido
1926,Multimodal Generative Engine Optimization: Rank Manipulation for Vision-Language Model Rankers,"Yixuan Du, Chenxiao Yu, Haoyan Xu, Ziyi Wang, Yue Zhao, Xiyang Hu",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,"1790,1837,1909"
1927,Multi-Objective Recommendation in the Era of Generative AI: A Survey of Recent Progress and Future Prospects,"Zihan Hong, Yushi Wu, Zhiting Zhao, Shanshan Feng, Jianghong Ma, Jiao Liu, Tianjun Wei",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,1803
1928,Efficient Inference for Large Language Model-based Generative Recommendation,"Xinyu Lin, Chaoqun Yang, Wenjie Wang, Yongqi Li, Cunxiao Du, Fuli Feng, See-Kiong Ng, TatâSeng Chua",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,1925
1929,"The impact of large language models on medical research and patient care: A systematic review of current trends, challenges, and future innovations","Sohaib Asif, Fazal Hadi, Qurrat-ul-ain, Yuqi Yan, V. Y. Wang, Dong Xu",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,
1930,"Attacks and Detections in Recommender Systems: A Comprehensive Analysis for Models, Progresses, and Trends","Yan FENG, Zhihai Yang, Kexin Li, Jianxin Li, Pinghui Wang, Zhiquan Liu",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,1807
1931,Get the Agents Drunk: Memory Perturbations in Autonomous Agent-based Recommender Systems,"Shiyi Yang, Zhibo Hu, Chen Wang, Tong Yu, Xiwei Xu, Liming Zhu, Lina Yao",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,"1606,1839"
1932,"A Survey on Generative Recommendation: Data, Model, and Tasks","Min Hou, Le Wu, Yuxin Liao, Yonghui Yang, Zhen Zhang, Changlong Zheng, Han Wu, Richang Hong",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,1806
1933,ID-Free Not Risk-Free: LLM-Powered Agents Unveil Risks in ID-Free Recommender Systems,"Zongwei Wang, Min Gao, Junliang Yu, Xin Gao, Q. Nguyen, S. Sadiq, Hongzhi Yin",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,
1934,Controlling Output Rankings in Generative Engines for LLM-based Search,"Haibo Jin, Ruoxi Chen, Peiyan Zhang, Yifeng Luo, Huimin Zeng, Man Luo, Haohan Wang",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,"1814,1843,1904"
1935,Retrieval-Augmented Purifier for Robust LLM-Empowered Recommendation,"Liang-bo Ning, Wenqi Fan, Qing Li",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,"1826,1844,1915"
1936,Privacy in LLM-based Recommendation: Recent Advances and Future Directions,"Sichun Luo, Wei Shao, Yuxuan Yao, Jian Xu, Mingyang Liu, Qintong Li, Bowei He, Maolin Wang, Guanzhi Deng, Hanxu Hou, Xinyi Zhang, Linqi Song",141,Stealthy Attack on Large Language Model based Recommendation,,,,,,,,,,
1937,Digital Diagnostics: The Potential Of Large Language Models In Recognizing Symptoms Of Common Illnesses,"Gaurav Kumar Gupta, Aditi Singh, Sijo Valayakkad Manikandan, Abul Ehtesham",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1938,Goal-Driven Risk Assessment for LLM-Powered Systems: A Healthcare Case Study,"Neha Nagaraja, Hayretdin Bahşi",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1952
1939,ClinStructor: AI-Powered Structuring of Unstructured Clinical Texts,"K. Karthikeyan, Raghuveer Thirukovalluru, David Carlson",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1962
1940,Issues and Perspectives on Integrating a Healthcare Monitoring Tool with an LLM Module,"Giovanni Pilato, Fabio Persia, Daniela D’Auria",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1941,Large language models for clinical trials in the Global South: opportunities and ethical challenges,Hafiz Ahmed,146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1942,"Effectiveness of Large Language Models in Stroke Rehabilitation Health Education: A Comparative Study of ChatGPT-4, MedGo, Qwen, and ERNIE Bot (Preprint)","Shiqi Qiang, Haitao Zhang, Yang Liao, Yue Zhang, Yanfen Gu, Yiyan Wang, Zehui Xu, Hui Shi, Nuo Han, Haipin Yu",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1970
1943,Taxonomy Portraits: Deciphering the Hierarchical Relationships of Medical Large Language Models,"Radha Nagarajan, Vanessa Klotzman, M. Kondo, Sandip A Godambe, Adam Gold, John Henderson, Steven Martel",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1944,A Review of Research on the Applications of Large Models in Each Functional Module of the Entire Rehabilitation Process,"Tao Bai, Kaiwen Jiang, Yaqing Yu, Nan Li, Congxiao Wang, Boyuan Wang, Wenli Zhang",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1945,Uncovering AI’s hidden risks: an empirical analysis of health-related AI incidents and their ethical implications,"Kerstin Denecke, Octavio Rivera-Romero, Guillermo Lopez-Campos, Enrique Dorronzoro, Elia Gabarron",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1946,Clinical Performance and Communication Skills of ChatGPT Versus Physicians in Emergency Medicine: Simulated Patient Study,"ChulHyoung Park, Min Ho An, Gyubeom Hwang, Rae Woong Park, Juho An",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1947,"Person-based design and evaluation of MIA, a digital medical interview assistant for radiology","Kerstin Denecke, Daniel Reichenpfader, Dominic Willi, Karin Kennel, Harald Bonél, Knud Nairz, Nikola Čihorić, Damien Papaux, Hendrik von Tengg‐Kobligk",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1948,Regulatory Purpose and 'Like Products' in Article III:4 of the GATT (with Additional Remarks on Article III:2),Donald H. Regan,146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1949,"Comparing Criteria Development Across Domain Experts, Lay Users, and Models in Large Language Model Evaluation","Annalisa Szymanski, Simret Araya Gebreegziabher, Oghenemaro Anuyah, Ronald A. Metoyer, T. Li",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1950,"Measuring patient satisfaction with education using extended reality in orthognathic surgery: Development, validation, and reliability of the 3D orthognathic surgery questionnaire (3DOS-Q)","Sander J. C. Tabernée Heijtmeijer, Noa Nicolai, Nard G. Janssen, J. Kortes, Rick J.J. Pinkster, Behrus Puladi, Ashkan Rashad, Oliver Vladu, Peter A. J. Pijpker, Max J. H. Witjes, Sarina E.C. Pichardo, Joep Kraeima",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1951,Evaluating the Effectiveness of Large Language Models in Converting Clinical Data to FHIR Format,"J. Delaunay, Daniel Girbes, J. Cusidó",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1952,Goal-Driven Risk Assessment for LLM-Powered Systems: A Healthcare Case Study,"Neha Nagaraja, Hayretdin Bahşi",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1938
1953,"Medical large language models and systems in the clinical application of spinal diseases: Current status, challenges, and future prospects","Wenyan Tang, Ruizhi Chen, Xiao Long, Dongdong Yu, Shen Zhao, B Chen",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1954,From Text to Treatment: Large Language Models in Clinical Practice and Medical Research,"Himanshu Singh, Iesh Bajetha, Bharti, Ankur Pandey, Shivansh Singh, Sukhpreet Singh",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1955,Cost-Aware Prediction (CAP): An LLM-Enhanced Machine Learning Pipeline and Decision Support System for Heart Failure Mortality Prediction,"Yinan Yu, Falk Dippel, C. Lundberg, M. Lindgren, Annika Rosengren, M. Adiels, Helen Sjoland",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1956,Clinician voices on ethics of LLM integration in healthcare: a thematic analysis of ethical concerns and implications,"Tala Mirzaei, Leila Amini, Pouyan Esmaeilzadeh",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1957,"From Pixels to Paragraphs: Extraction of Text from Medical Reports using LLMs, Systematic Literature Review","Muhammad Sadiq, Ramsha Tariq, Anayat Ullah, Jeneen Panezai",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1958,"A Comparative Analysis of the Readability and Information Quality of the Chinese and English Versions of Educational Materials for Thoracic Surgery Patients Generated by DeepSeek, Grok-3 and ChatGPT","Shiyu Wang, Yuan Yu",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1959,Real-world evaluation of large language models in detecting drug-related problems: A clinical pharmacist–AI concordance study in hematology care,"Eren Demirpolat, Mahmud Sami Tuncel, Feyza Gurer, Neslihan MANDACI ŞANLI",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1960,The Role of Large Language Model Chatbots in Sexual Education: An Unmet Need of Research,"Himel Mondal, Shaikat Mondal",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1961,Evaluation of large language models in patient education and clinical decision support for rotator cuff injury: a two-phase benchmarking study,"Yilin Wang, Li-Chao Tian, Jian Meng, Jiechao Zhang, Zan Nie, Wei Wei, Dao-Fang Ding, Xinfeng Tang, Qian Zhang, Yong‐Ming He",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1962,ClinStructor: AI-Powered Structuring of Unstructured Clinical Texts,"K. Karthikeyan, Thirukovalluru, Raghuveer, Carlson, David",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1939
1963,Large Language Models in Neurology Treatment Decision-Making: a Scoping Review,"Rushabh Shah, Fabrice Jotterand",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1964,Hallucination Detection in LLMs via Beam Search Sampling and Semantic Consistency Analysis,"Radouane Bouchekir, Fathiyeh Faghih, Tewodros A. Beyene",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1965,Hybrid Large Language Model and Rule-Based Framework for Automated PHI De-Identification in Clinical Notes,Kai Ye,146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,2002
1966,Large Language Models in Healthcare: A Bibliometric Analysis and Examination of Research Trends,"Gülcan Gencer, Kerem Gencer",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1967,Taxonomy Portraits: Deciphering the Hierarchical Relationships of Medical LLMs (Preprint),"Radha Nagarajan, Vanessa Klotzman, M. Kondo, Sandip A Godambe, Adam Gold, John Henderson, Steven Martel",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1968,Understanding the Role of Large Language Model Virtual Patients in Developing Communication and Clinical Skills in Undergraduate Medical Education,"Urmi Sheth, Margret Lo, Jeffrey McCarthy, Navjeet Baath, Nicole Last, Eddie Guo, Sandra Monteiro, Matthew Sibbald",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1969,Cross-Linguistic Moral Preferences in Large Language Models: Evidence from Distributive Justice Scenarios and Domain Persona Interventions,"Seongyu Jang, Chaewon Jeong, Jimin Kim, Hyungu Kahng",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1970,"Effectiveness of Large Language Models in Stroke Rehabilitation Health Education: A Comparative Study of ChatGPT-4, MedGo, Qwen, and ERNIE Bot (Preprint)","Shiqi Qiang, Yang Liao, Yongchun Gu, Yongchun Gu, Yue Zhang, Yiyan Wang, Zehui Xu, Zehui Xu, Nuo Han, Haitao Zhang, Hao Yu",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1942
1971,The LEG program promotes the development of physical activity and fundamental movement skills in preschool children aged 3–6 years: a Delphi study,"Zuozheng Shi, Xi Long, Xulin Yang, Jingang Fan, Jun Tang",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1985
1972,"A comprehensive review of LLM applications for lung cancer diagnosis and treatment: classification, challenges, and future directions","Mohsen Ghorbian, Mostafa Ghobaei-Arani",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1973,Will large language models transform clinical prediction?,"Yusuf Yildiz, G. Nenadic, Meghna Jani, David A. Jenkins",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1974,Deep learning architectures for influenza dynamics and treatment optimization: a comprehensive review,"Adane Adugna, Desalegn Abebaw, Abtie Abebaw, Mohammed Jemal",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1975,Framework for bias evaluation in large language models in healthcare settings,"Tara Templin, Sophia Fort, Prasanna S Padmanabham, Pratyush Seshadri, Ram Rimal, Junier B. Oliva, Kristin Hassmiller Lich, Sean Sylvia, Nasa Sinnott-Armstrong",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1976,Reasoning-Enhanced Healthcare Predictions with Knowledge Graph Community Retrieval,"Pengcheng Jiang, Cao Xiao, Minhao Jiang, Parminder Bhatia, Taha Kass‐Hout, Jimeng Sun, Jiawei Han",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1977,A Large Language Model-Based Approach for Coding Information from Free-Text Reported in Fall Risk Surveillance Systems: New Opportunities for In-Hospital Risk Management,"Davide Rango, Giulia Lorenzoni, Henrique Salmazo da Silva, Vicente Paulo Alves, Darío Gregori",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1978,Embracing the Future of Medical Education With Large Language Model–Based Virtual Patients: Scoping Review (Preprint),"Jianwen Zeng, Wenhao Qi, Shiying Shen, Xin Liu, Sixie Li, Bing Wang, Chaoqun Dong, Xiao-hong Zhu, Yankai Shi, xiajing Lou, Bingsheng Wang, Jiani Yao, Guowei Jiang, Qiong Zhang, Shihua Cao",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1997
1979,Model Context Protocol (MCP) at First Glance: Studying the Security and Maintainability of MCP Servers,"Mohammed Mehedi Hasan, Hao Li, Emad Fallahzadeh, Gopi Krishnan Rajbahadur, Bram Adams, Ahmed E. Hassan",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1980,Decoding Rarity: Large Language Models in the Diagnosis of Rare Diseases,"Valentina Carbonari, Pierangelo Veltri, P. Guzzi",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1981,Bridging Health Inequity in Rheumatology With Technology.,"Suchitra Kataria, Vinod Ravindran",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1982,Battle of the Bots: Solving Clinical Cases in Osteoarticular Infections With Large Language Models,"Fabio Borgonovo, Takahiro Matsuo, Francesco Petri, Seyed Mohammad Amin Alavim, Laura C.M. Ndjonko, Andrea Gori, Elie F. Berbari",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1983,CARES: Comprehensive Evaluation of Safety and Adversarial Robustness in Medical LLMs,"Sijia Chen, Xiaomin Li, Mengxue Zhang, Eric Hanchen Jiang, Qingcheng Zeng, Chen-Hsiang Yu",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1984,Utility and Limitations of Large Language Models to Simplify Online Content on Generalized Pustular Psoriasis.,"S. Wahood, Benjamin Gallo Marin, Omar Alani, Afua A. Ofori-Darko, Darya Mirebrahimi, Katie A. O’Connell, Arash Mostaghimi, V. Nambudiri",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1985,The LEG program promotes the development of physical activity and fundamental movement skills in preschool children aged 3–6 years: a Delphi study,"Zuozheng Shi, Xi Long, Xulin Yang, Jingang Fan, Jun Tang",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1971
1986,University of Michigan Law School Scholarship Repository University of Michigan Law School Scholarship Repository,Michael S. Barr,146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1987,"The Role of ChatGPT in Reducing Storage, Energy, and Scalability Overheads in Blockchain-Based Healthcare Systems","N. Almusallam, Muhammad Hasnain",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1988,Revolutionizing Radiology Workflow with Factual and Efficient CXR Report Generation,"Pimchanok Sukjai, Apiradee Boonmee",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1989,"A fine-tuned large language model chatbot for multi-scenario radiology cancer care: randomized controlled trial on interaction optimization, emotional support, and provider burnout reduction","Zhi Liu, Farrin Orouji, Fan Yang, Zhuowei Shi, Hongwei Liang, Hui Liu, Jianmin Wu, Zhipeng Wen, Long Tang, Hongyu Pan, Zhiwei Zhang, Yongmei Li, Chen Bai",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1990,"Integrating Large Language Models into Medication Management in Remote Healthcare: Current Applications, Challenges, and Future Prospects","Ho Yan Kwan, Jethro Shell, Conor Fahy, Shengxiang Yang, Yongkang Xing",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1991,Ethical Application of Generative Artificial Intelligence in Medicine.,"Sayyida S. Hasan, Matthew S. Fury, Joshua J. Woo, Kyle N. Kunze, Prem N. Ramkumar",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1992,Developing artificial intelligence tools for institutional review board pre-review: A pilot study on ChatGPT’s accuracy and reproducibility,"Y. Fukataki, W. Hayashi, N. Nishimoto, Yoichi M Ito",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1993,The use of artificial intelligence in healthcare as perceived by the citizens and patients: a narrative review of the literature.,"F. Nuccetelli, V. Gabellone, Francesca Marsano, Francesca Giovanetti, Pietro Dri, Maria Rosa Valetto, Rosa Prato",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1994,Utility of an LLM-powered experts-in-the-loop chatbot for pre- and post-operative care of cataract surgery patients.,"Bhuvan Sachdeva, Pragnya Ramjee, Rahul Sharma, Mithun Thulasidas, Sowmya Raveendra Murthy, Geeta Fulari, Kaushik Murali, Mohit Jain",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1995,Evaluating Artificial Intelligence in Spinal Cord Injury Management: A Comparative Analysis of ChatGPT-4o and Google Gemini Against American College of Surgeons Best Practices Guidelines for Spine Injury,"Alexander Yu, Anna Fen‐Yau Li, Wasil Ahmed, Michael Saturno, Samuel K. Cho",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1996,Application of Large Language Models in Stroke Rehabilitation Health Education: 2-Phase Study.,"Shiqi Qiang, Haitao Zhang, Yang Liao, Yue Zhang, Yanfen Gu, Yiyan Wang, Zehui Xu, Hui Shi, Nuo Han, Haiping Yu",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1997,Embracing the Future of Medical Education With Large Language Model–Based Virtual Patients: Scoping Review (Preprint),"Jianwen Zeng, Wenhao Qi, Shiying Shen, Xin Liu, Sixie Li, Bing Wang, Chaoqun Dong, Xiaohong Zhu, yankai shi, Xiajing Lou, Bing-sheng Wang, Jiani Yao, Guowei Jiang, Qiong Zhang, Shihua Cao",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1978
1998,"The Role of <scp>ChatGPT</scp> in Reducing Storage, Energy, and Scalability Overheads in Blockchain-Based Healthcare Systems","Naif Almusallam, Muhammad Hasnain",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
1999,Integrating Large Language Models in Biostatistical Workflows for Clinical and Translational Research,"Steven C. Grambow, Manisha Desai, Kevin P. Weinfurt, Christopher J. Lindsell, Michael Pencina, Lacey Rende, Gina‐Maria Pomann",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
2000,"Validating AI-assisted evaluation of open science practices in brain sciences: ChatGPT, Claude and human expert comparisons","Daryl Y H Lee, Adam J. Parker, Courtenay Norbury, David Shanks",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
2001,From Text to Understanding the Inner Text: LLMs and Translation Accuracy and Fluency,Mahdi Aben Ahmed,146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
2002,Hybrid Large Language Model and Rule-Based Framework for Automated PHI De-Identification in Clinical Notes,Kai Ye,146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,1965
2003,"Natural Language Processing for Electronic Health Records in Scandinavian Languages: Norwegian, Swedish, and Danish","A. Woldaregay, Jørgen Aarmo Lund, P. Ngo, Mariyam Tayefi, Joel Burman, Stine Hansen, Martin Sillesen, H. Dalianis, Robert Jenssen, Lindsetmo Rolf Ole, Karl Øyvind Mikalsen",146,Potential of Large Language Models in Health Care: Delphi Study,,,,,,,,,,
2004,Privacy and security challenges in large language models.,"Rathod V, Nabavirazavi S, Zad S, Iyengar SS. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2005,Large language model based multi-agent system augmented complex event processing pipeline for internet of multimedia things.,"Zeeshan T, Kumar A, Pirttikangas S, Tarkoma S. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2006,JailPO: A Novel Black-box Jailbreak Framework via Preference Optimization against Aligned LLMs. ,"Li H, Ye J, Wu J, Yan T, Wang C, Li Z. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2007,Vulnerability to stability: Scalable large language model in queue-based web service.,"Barek MA, Rashid MB, Rahman MM, Riad AK, Francia G, Shahriar H, Ahamed SI. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2008,Enhancing communication and data transmission security in rag using large language models.,"Gummadi V, Udayaraju P, Sarabu VR, Ravulu C, Seelam DR, Venkataramana S. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2009,Thought Purity: A Defense Framework For Chain-of-Thought Attack.,"Xue Z, Bi Z, Ma L, Hu Z, Wang Y, Liu Z, Sheng Q, Xiao J, Lou J. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2010,Large language model based multi-agent system augmented complex event processing pipeline,Zeeshan T. ,147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2011,Conscious Code: Reconciling Innovation and Integrity in the Age of Large Language Models.,"Gupta S, Behare N, Jain K. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2012,Stop Harm Before It Starts: iCRAFT for Agentic LLM Governance.,"Kulkarni S, Chaitanya S. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2013,Bridging the Security Gap: An Empirical Analysis of LLM-API Integration Vulnerabilities and Mitigation Strategies.,Hartenstein S. ,147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2014,Investigation of vulnerabilities in large language models using an automated testing system.,"Khoma V, Sabodashko D, Kolchenko V, Perepelytsia P, Baranowski M. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2015,Дослідження загроз безпеки великих мовних моделей за допомогою автоматизованих інструментів.,"Kolchenko V, Khoma V, Sabodashko D, Perepelytsia P. ",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2016,"Next-Generation Smart Cities: The Integration of AI, Blockchain, IoT and Emergent Networks (Book)",Mahmoud Elkhodr,147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2017,Empowering Software Engineers to Design More Secure Web Applications: Guidelines and Potential of Using LLMs as a Recommender Tool,"Groner, R., Svensson, K., Axelrod, D., Khojah, R., Mohamad, M. and Wohlrab, R.",147,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Litmaps nao encontrou os artigos que citavam (deu erro), fiz manualmente pelo scholar",,,,,,,,,
2018,EvalAgent: Interactive Comparative Evaluation of Computer-Using GUI Agents,"Yukun Yang, Simret Araya Gebreegziabher, Hojun Yoo, Charles Chiang, Chaoran Chen, Annalisa Szymanski, Hyo Jin Do, Zahra Ashktorab, Werner Geyer, Diego Gómez-Zará, Toby Jia-Jun Li",157,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,,,,,,,,,,
2019,Prompt Injection attack against LLM-integrated Applications,"Yi Liu, Gelei Deng, Yuekang Li, Kailong Wang, Tianwei Zhang, Yepang Liu, Haoyu Wang, Yanhong Zheng, Yang Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2020
2020,Prompt Injection attack against LLM-integrated Applications,"Yi Liu, Gelei Deng, Yuekang Li, Kailong Wang, Tianwei Zhang, Yepang Liu, Sheng Wang, Yan Zheng, Yang Liu",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2019
2021,Baseline Defenses for Adversarial Attacks Against Aligned Language Models,"Neel Jain, Avi Schwarzschild, Yuxin Wen, Gowthami Somepalli, John Kirchenbauer, Ping-yeh Chiang, Micah Goldblum, Aniruddha Saha, Jonas Geiping, Tom Goldstein",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2022,GPTFUZZER: Red Teaming Large Language Models with Auto-Generated Jailbreak Prompts,"Jiahao Yu, Xingwei Lin, Zheng Yu, Xinyu Xing",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2023
2023,GPTFUZZER: Red Teaming Large Language Models with Auto-Generated Jailbreak Prompts,"Jiahao Yu, Xingwei Lin, Zheng Yu, Xinyu Xing",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2022
2024,Tree of Attacks: Jailbreaking Black-Box LLMs Automatically,"Anay Mehrotra, Manolis Zampetakis, Paul Kassianik, Blaine Nelson, Hyrum Anderson, Yaron Singer, Amin Karbasi",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,
2025,FigStep: Jailbreaking Large Vision-language Models via Typographic Visual Prompts,"Yichen Gong, Delong Ran, Jinyuan Liu, Conglei Wang, Tianshuo Cong, Anyu Wang, Sisi Duan, Xiaoyun Wang",162,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,,,,,,,,,2026
